Show,Company Name,Stand Number,Stand Type,Show Category,Country,Website,LinkedIn,Twitter / X,Facebook,Products & Services,OLDCategories,Categories,Products & Services Target,Company Description,Profile URL,Logo URL,Size,Mannual Ranking Bump
Accountex,Receeva,501K,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://receeva.com,,,,"Cyber Security, Document Management, IT Solutions, Practice & Project Management","Practice Management, Document Management, Cyber Security","Document Management, Practice Management, Cyber Security","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Receeva makes it easy to send and receive confidential files without relying on email. Clients simply upload and send, with no passwords to remember or complicated steps to explain. Files are automatically erased once the transfer is complete. It's incredibly secure behind the scenes, but simple for your team and your clients.",https://divcommanual.com/acx-fds/exhibitor-listing/receeva/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/Receeva_450x450.png,0,FALSE
Accountex,Record OS,1824,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.record-os.com,https://www.linkedin.com/company/record-os,,,"Accounting Software, AI & Automation, Data Entry / OCR (Optical Character Recognition), MTD, Tax","Bookkeeping, AI & Automation, Tax & MTD, Doc Automation","AI & Automation, Data & Analytics, Bookkeeping, Tax & MTD","Accountants in Practice, Bookkeepers","Record OS is a complete end-to-end solution for Self Assessment and MTD, from data collection through to HMRC submission, built alongside and for UK practices of all sizes. We use OCR and AI to extract and pre-fill client data, cutting manual work, reducing errors, and improving margins. Record OS helps firms deliver compliance faster, with confidence, at scale.",https://divcommanual.com/acx-fds/exhibitor-listing/record-os/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Logo_450x450.png,6,FALSE
Accountex,RentalBux,991,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://rentalbux.com/,https://www.linkedin.com/company/rentalbux/,,https://www.facebook.com/rentalbux,"Accounting Software, Accounts Payable / Accounts Receivable, Document Management, Expense Management, MTD","Bookkeeping, Tax & MTD, Document Management, Expenses","Document Management, Bookkeeping, Tax & MTD, Other","Accountants in Practice, Accountants in Industry/Business, Bookkeepers, Other","Managing rental finances is needlessly complicated. RentalBux simplifies it. Purpose-built for landlords, sole traders, and property investors, it handles everything - income tracking, expenses, joint ownership splits, agent statement processing, and MTD returns - in one place. Limited companies and partnerships get property-level accounting with real-time visibility, no workarounds.",https://divcommanual.com/acx-fds/exhibitor-listing/rentalbux/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/New-Project-1.png,2,FALSE
Accountex,RewardsEarth Ltd,1509,Standard Show Guide Entry,Accountex London,,,,,,,,Other,,,https://divcommanual.com/acx-fds/exhibitor-listing/rewardsearth-ltd/,https://divcommanual.com/wp-content/uploads/sites/4/2024/08/Profile_avatar_placeholder.png,10,FALSE
Accountex,RICOH and ScanSnap Scanners,575,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.pfu-emea.ricoh.com/,https://www.linkedin.com/company/pfu-emea-limited-ricoh/,,,"AI & Automation, Data Entry / OCR (Optical Character Recognition), Document Management, MTD","AI & Automation, Tax & MTD, Document Management, Doc Automation","Document Management, AI & Automation, Data & Analytics, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Visit our stand to see how effortless scanning supports Making Tax Digital and enables working smarter. Discover how our solutions turn paperwork into compliant digital records, integrate with accounting software, and simplify submissions. See live demos, speak to experts, and find more productive ways to stay efficient, accurate, and fully aligned with evolving UK tax requirements.",https://divcommanual.com/acx-fds/exhibitor-listing/ricoh-and-scansnap-scanners/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/andrew.jpg,880,FALSE
Accountex,RollPay Bureau Limited,881,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.rollpay.co.uk/,https://www.linkedin.com/company/rollpay-limited/,,https://www.facebook.com/people/Rollpay-Bureau-LTD/61582600216122/,"Auto Enrolment & Pensions, Employee Benefits / Incentives / Salary Sacrifice, MTD, Payroll, VAT","Tax & MTD, Payroll, HR & People","HR & Leadership, Tax & MTD, Payroll","Accountants in Practice, Accountants in Industry/Business","RollPay is a UK-based outsourced payroll, bookkeeping and tax bureau headquartered in Derby, providing white-label virtual payroll solutions for Accounting firms of all sizes. Key offerings include fully managed PAYE and CIS payroll, bookkeeping, expense handling, VAT and tax return support.",https://divcommanual.com/acx-fds/exhibitor-listing/rollpay-bureau-limited/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/Rollpay-Square-Logo.jpg,13,FALSE
Accountex,Roma Finance,695,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.romafinance.co.uk,https://www.linkedin.com/company/roma-finance/?trk=tyah&trkInfo=tarId%3A1419240195261%2Ctas%3Aroma+fin%2Cidx%3A2-3-8,,https://www.facebook.com/romafinance20,No products listed,,Other,Accountants in Practice,"Roma Finance is a fast, flexible relationship based specialist lender supporting property investors, developers, and landlords across the UK. Focused on long term partnerships and delivering real value, Roma provides bridging, development, and term solutions with speed and clarity. Its customer first approach and expert team help turn property ambitions into successful, sustainable outcomes.",https://divcommanual.com/acx-fds/exhibitor-listing/roma-finance/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Logo-450-002.png,82,FALSE
Accountex,Roomex,250,Standard Show Guide Entry,Accountex London,Ireland,https://roomex.com/,https://www.linkedin.com/company/roomex-com,,,"Accounting Software, Analytics & Reporting, Expense Management, Payment Process Services, Practice & Project Management","Bookkeeping, Practice Management, Data & Analytics, Expenses, Banking & Payments","Practice Management, Banking & Payments, Data & Analytics, Bookkeeping, Other",,"Roomex is the leading travel and spend management platform for the mobile workforce. Roomex helps you book, manage, pay, and analyse all of your accommodation and expenses in one place - bringing control and visibility into your travel spend.",https://divcommanual.com/acx-fds/exhibitor-listing/roomex/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/450-X-450-Logo.png,130,FALSE
Accountex,RPost,1161,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://rpost.com/,https://www.linkedin.com/showcase/rpost-uk/,https://x.com/RPost,https://www.facebook.com/RPostInc/,"AI & Automation, Analytics & Reporting, Cyber Security, Document Management, IT Solutions","AI & Automation, Document Management, eSign, Data & Analytics, Cyber Security","Document Management, Data & Analytics, AI & Automation, Cyber Security","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","RPost helps accountancy firms reduce fraud risk, protect sensitive communications and keep client work moving. Our eavesdropping detection add-on helps uncover risk in third-party email accounts, while RMail secures email and proves delivery, RSign offers flexible, cost-effective, compliant eSignatures, and RDocs lets firms track, control and revoke document access even after sending.",https://divcommanual.com/acx-fds/exhibitor-listing/rpost/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Picture2.jpg,190,FALSE
Accountex,RQ,174,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://rq.app,,,,"CRM, Sales & Marketing","Bookkeeping, ",Marketing & Growth,Accountants in Practice,"RQ gives accountants, solicitors, financial advisers, and other regulated firms one system to manage introducer relationships, referral workflows, and fee sharing - with central visibility and built-in governance. Every introduction is captured, tracked, and compliant.",https://divcommanual.com/acx-fds/exhibitor-listing/rq/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/Logo-7-copy.png,42,FALSE
Accountex,Rubli Lease Accounting Software,564,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.rubli.co/,https://www.linkedin.com/company/rubli-solutions/,,,Accounting Software,Practice Management,Bookkeeping,"Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Rubli is purpose-built lease accounting software that simplifies IFRS 16 and FRS 102 compliance. Designed for finance teams and accounting firms, our cloud-based platform automates calculations, journals, disclosures and reporting. With AI-assisted lease term extraction and audit-ready outputs, Rubli reduces risk, saves time and eliminates spreadsheet complexity. Trusted globally, we help organisa",https://divcommanual.com/acx-fds/exhibitor-listing/rubli-lease-accounting-software/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Rubli-Square-Logo-1.1-450p.png,3,FALSE
Accountex,Sage,1220,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.sage.com,https://www.linkedin.com/company/sage-software/,https://x.com/sageuk,https://en-gb.facebook.com/SageUK/,"Accounting Software, MTD, Payroll, Practice & Project Management, VAT","Bookkeeping, Practice Management, Tax & MTD, Payroll","Practice Management, Bookkeeping, Tax & MTD, Payroll","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Sage supports accountants, bookkeepers, finance teams and small and medium-sized businesses with trusted software for accounting, payroll, HR, compliance and practice management. With 40+ years' experience and AI-powered tools including Sage Copilot, Sage helps reduce admin, manage risk and deliver insight so organisations stay compliant and grow with confidence.",https://divcommanual.com/acx-fds/exhibitor-listing/sage/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Sage-Logo.png,11000,FALSE
Accountex,Scan-Optics Ltd,1410,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.scanoptics.co.uk,https://www.linkedin.com/company/scan-optics/,,,"AI & Automation, Data Entry / OCR (Optical Character Recognition), Document Management","AI & Automation, Document Management, Doc Automation","Document Management, AI & Automation, Data & Analytics",Accountants in Industry/Business,"Scan-Optics is a global leader in digital transformation, intelligent data management, document conversion and business process optimisation. With over 50 years of experience serving private, government and higher education institutions, Scan-Optics helps customers digitally transform their businesses by leveraging AI technology, machine learning and cloud-based solutions.",https://divcommanual.com/acx-fds/exhibitor-listing/scan-optics-ltd/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Scanoptics-logo-2022-SM.png,0,FALSE
Accountex,Scope,1140,Standard Show Guide Entry,Accountex London,Malta,https://www.scopecloudsolutions.com,https://www.linkedin.com/company/scope-solutions-malta,,https://www.facebook.com/scope.malta,"Accounting Software, Accounts Payable / Accounts Receivable, AI & Automation, CRM, Practice & Project Management","Bookkeeping, Practice Management, AI & Automation, CRM & Comms","Practice Management, AI & Automation, Bookkeeping, Marketing & Growth","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Born from finance and technology expertise, Scope leverages 13+ years of experience to transform businesses through cloud innovation. With offices in Malta, UAE, and Cyprus, our diverse team delivers holistic, tailored solutions to a growing global client base. As your single contact point, we leverage strategic partnerships to streamline banking, simplify compliance, and future-proof operations.",https://divcommanual.com/acx-fds/exhibitor-listing/scope/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/Scope-logo.png,36,FALSE
Accountex,SEIDOR,1840,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.seidor.com/en-gb,https://www.linkedin.com/company/seidor,,,"Accounting Software, AI & Automation, Analytics & Reporting, Cash Flow Forecasting, IT Solutions","Bookkeeping, AI & Automation, Data & Analytics","Data & Analytics, AI & Automation, Bookkeeping","Accountants in Practice, Accountants in Industry/Business, Bookkeepers",SEIDOR is one of the world's leading SAP Platinum Partners. Use our award-winning services and ERP solutions to transform the way your business operates with our range of SAP-powered innovation.,https://divcommanual.com/acx-fds/exhibitor-listing/seidor/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/SEIDOR-Logo.png,10000,FALSE
Accountex,Silverfin,1095,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://silverfin.com/en-gb/,https://www.linkedin.com/company/silverfin/,https://x.com/getsilverfin,,"Accounting Software, AI & Automation, Analytics & Reporting, Document Management","Bookkeeping, AI & Automation, Document Management, Data & Analytics","Document Management, Data & Analytics, AI & Automation, Bookkeeping",Accountants in Practice,"Silverfin is the cloud-based accounting platform that eliminates manual data entry and disconnected processes across financial reporting and compliance. We automate workpapers, accounts production and tax for over 1,000 firms in 18 countries, freeing accountants to focus on delivering high-value advisory services. Trusted by all Big 4 firms and backed by Visma Group.",https://divcommanual.com/acx-fds/exhibitor-listing/silverfin/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/Accountex-London-Campany-Logo.jpg,200,FALSE
Accountex,smartZebra GmbH,1726,Standard Show Guide Entry,Accountex London,Germany,https://www.smart-zebra.com/,https://www.linkedin.com/company/smartzebra/,,,"AI & Automation, Audit, Corporate Finance / Mergers & Acquisitions, IT Solutions, Tax","AI & Automation, Tax & MTD, Banking & Payments","Banking & Payments, AI & Automation, Tax & MTD","Accountants in Practice, Accountants in Industry/Business","Database for Valuation and Transfer-Pricing: Cost of Capital, Beta-Factors, Sales-/Ebit-/Ebitda-Multiples, Volatilities, Interest rates and Credit Spreads. Ebit-/Ebitda-/Gross-Margins etc.",https://divcommanual.com/acx-fds/exhibitor-listing/smartzebra-gmbh/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Logo-smartZebra-150x107-1.jpg,8,FALSE
Accountex,Socket Digital Limited,1741,Standard Show Guide Entry,Accountex London,,,,,,,,Other,,,https://divcommanual.com/acx-fds/exhibitor-listing/socket-digital-limited/,https://divcommanual.com/wp-content/uploads/sites/4/2024/08/Profile_avatar_placeholder.png,0,FALSE
Accountex,Speedbooks,1754,Standard Show Guide Entry,Accountex London,Netherlands,https://www.speedbooks.co.uk,https://www.linkedin.com/company/speedbooks-software,,,Analytics & Reporting,Data & Analytics,Data & Analytics,"Accountants in Practice, Bookkeepers","Speedbooks is a SaaS company empowering SMBs and accounting firms with clear, affordable financial reports. The platform transforms balance sheet, cash flow, and P&L data into real-time, actionable intelligence, saving time, reducing costs, and significantly increasing the value of accounting software.",https://divcommanual.com/acx-fds/exhibitor-listing/speedbooks/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/Afbeelding1.png,0,FALSE
Accountex,Spreadsheetsoftware - Understand Every Spreadsheet,1401,Standard Show Guide Entry,Accountex London,Netherlands,https://spreadsheetsoftware.com,https://www.linkedin.com/in/maartenbessems/,,,"Accounting Software, AI & Automation, Analytics & Reporting, Audit, IT Solutions","Bookkeeping, AI & Automation, Data & Analytics","Data & Analytics, AI & Automation, Bookkeeping","Accountants in Practice, Accountants in Industry/Business, Bookkeepers, Other","Spreadsheetsoftware - ExcelAnalyzer Whether spreadsheets are built manually or with AI, ExcelAnalyzer makes every model easy to understand. Instantly see the logic behind calculations, spot inconsistencies and catch errors fast. No black box, just clarity, confidence and smarter spreadsheet work. Works directly inside Excel with a button and is trusted by 6 of the 10 largest accountancy firms.",https://divcommanual.com/acx-fds/exhibitor-listing/spreadsheetsoftware-understand-every-spreadsheet/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Spreadsheetsoftware-logo-rgb-zonder-slogan.png,6,FALSE
Accountex,Starling,1270,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.starlingbank.com/business-account/,https://www.linkedin.com/company/starlingbank,https://twitter.com/starlingbank,https://www.facebook.com/StarlingBankUK,"Accounting Software, Banking Services / Open Banking / Payment / FX Budgeting, MTD","Bookkeeping, Tax & MTD, Banking & Payments","Banking & Payments, Bookkeeping, Tax & MTD","Accountants in Practice, Bookkeepers","Starling is an award-winning, fully-licensed and regulated bank with a mission to help customers be good with money by taking active control of their finances. Starling works closely in partnership with over 750 leading Accountancy & Bookkeeping firms to support client's banking requirements through our dedicated referral partnership programme, along with our HMRC-recognised accounting tools.",https://divcommanual.com/acx-fds/exhibitor-listing/starling/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Adobe-Express-file.png,3000,FALSE
Accountex,Sterling,631,Standard Show Guide Entry,Accountex London,Poland,https://sterling-outsourcing.com/,https://www.linkedin.com/company/sterling-outsourcing/,,,"Accounts Payable / Accounts Receivable, Cash Flow Forecasting, Consulting & Business Services, Insolvency, Restructuring & Business Recovery, Outsourcing / Offshoring","Bookkeeping, Banking & Payments, Outsourcing","Banking & Payments, Bookkeeping, Outsourcing","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Sterling delivers smarter credit management, efficient debt recovery, expert finance outsourcing, and seamless customer service. With over 20 years' experience, 2,000+ advisers, and clients across 33 countries, we enhance efficiency and customer experience. From proactive credit control to multilingual support and no""'win""'no""'fee recovery, Sterling is the Missing Piece helping organisations thrive.",https://divcommanual.com/acx-fds/exhibitor-listing/sterling/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Logo.jpg,250,FALSE
Accountex,Streem Connect,780,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://streemconnect.com,https://www.linkedin.com/company/streem-connect/,https://x.com/StreemConnect,https://www.facebook.com/streemconnect/?locale=en_GB,"Accounting Software, AI & Automation, Banking Services / Open Banking / Payment / FX Budgeting, Data Entry / OCR (Optical Character Recognition), MTD","Bookkeeping, AI & Automation, Tax & MTD, Doc Automation, Banking & Payments","Banking & Payments, AI & Automation, Data & Analytics, Bookkeeping, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Never chase clients for bank statements again -Tired of chasing bank statements from clients? -Tired of having to manually Analyse your clients data? -Tired of having to manually reconcile and tick off your clients bank accounts? -Tired of needing to chase for verification of year end balances? Empower Your Accounting Business with Streem Connect Streem Connect delivers up to date, fast, accurate",https://divcommanual.com/acx-fds/exhibitor-listing/streem-connect/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/streemconnect-logo.png,4,FALSE
Accountex,SuiteFiles,931,Standard Show Guide Entry,Accountex London,New Zealand,https://www.suitefiles.com,https://www.linkedin.com/company/suitefiles,,https://www.facebook.com/SuiteFiles,"AI & Automation, Document Management, Practice & Project Management","Practice Management, AI & Automation, Document Management","Document Management, Practice Management, AI & Automation","Accountants in Practice, Bookkeepers, Other","SuiteFiles is the operating system for modern accounting firms, an intelligent workspace that connects documents, client collaboration and workflows into one secure place. By removing friction and standardising work, SuiteFiles turns chaos into consistent delivery, freeing teams from chasing and search so firms regain capacity, confidence and time to focus on higher-value advisory and client relat",https://divcommanual.com/acx-fds/exhibitor-listing/suitefiles/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/Primary-logo-Dark.png,25,FALSE
Accountex,Summa Tech,1750,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://summatech.co.uk/,https://www.linkedin.com/company/summa-tech/,,,"Accounting Software, AML - Anti Money Laundering, Document Management, Practice & Project Management","Bookkeeping, Practice Management, Document Management, AML/KYC","Document Management, Practice Management, Bookkeeping, AML/KYC","Accountants in Practice, Accountants in Industry/Business","Summa Tech is one of the UK's leading client onboarding platforms, integrating AML, KYC, Letters of Engagement and Ongoing Due Diligence seamlessly into a single platform. Already in use by some of the UK's Top 200 firms, it is bringing a new solution to Accountex 2026 - Onboarder - designed to meet the needs of smaller practices.",https://divcommanual.com/acx-fds/exhibitor-listing/summa-tech/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/SummaTech_450x450.jpg,3,FALSE
Accountex,Suralink,1618,Standard Show Guide Entry,Accountex London,United States (US),https://www.suralink.com/,https://www.linkedin.com/company/suralink,,,"Accounting Software, AI & Automation, Audit, Document Management, Practice & Project Management","Bookkeeping, Practice Management, AI & Automation, Document Management","Document Management, Practice Management, AI & Automation, Bookkeeping","Accountants in Practice, Accountants in Industry/Business","Suralink is a global leader in AI-driven accounting technology, providing an agentic automation platform that unifies the Request-to-Review process. By replacing manual friction with intelligent AI agents, Suralink pre-screens documents and provides critical insights. Trusted by over 800,000 users, the secure, centralized environment empowers firms to have their most efficient engagements.",https://divcommanual.com/acx-fds/exhibitor-listing/suralink/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/450x450-suralink.jpg,110,FALSE
Accountex,Swoop Funding,1340,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://swoopfunding.com/,https://www.linkedin.com/company/swoopfunding/,,https://www.facebook.com/SwoopFunding/,"Banking Services / Open Banking / Payment / FX Budgeting, Cash Flow Forecasting, Corporate Finance / Mergers & Acquisitions, VAT","Bookkeeping, Tax & MTD, Banking & Payments","Banking & Payments, Bookkeeping, Tax & MTD","Accountants in Practice, Bookkeepers","Swoop is a business funding and savings platform enabling businesses to discover the right funding solutions across loans, equity and grants, and to identify and easily make savings. We work with over 100 funders from mainstream banks, alternative lenders, venture capital funds, angel investors and grant agencies, meaning that whatever your funding requirement, we're able to offer a solution.",https://divcommanual.com/acx-fds/exhibitor-listing/swoop-funding/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/Compressed-logo-Swoop.png,140,FALSE
Accountex,Syndesi,501L,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.syndesi.network/,https://www.linkedin.com/company/syndesi-network,,,Consulting & Business Services,HR & People,HR & Leadership,HR & People,"Syndesi is an exclusive concierge platform for accountants, enabling firms to extend beyond core compliance into high-value advisory through a curated network of trusted and vetted specialists. It empowers accountants to deliver better client outcomes, deepen trusted relationships, and unlock revenue opportunities through seamless access to the right expertise at the right time.",https://divcommanual.com/acx-fds/exhibitor-listing/syndesi/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Untitled-design-6.png,5,FALSE
Accountex,Tax Accountant Franchise,985,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.taxaccountantfranchise.co.uk/,,,,"Accounting Software, Corporate Finance / Mergers & Acquisitions, MTD, Tax, VAT","Bookkeeping, Tax & MTD, Banking & Payments","Banking & Payments, Bookkeeping, Tax & MTD","Accountants in Practice, Accountants in Industry/Business","If you are an accountant in practice or looking to start your own brand new accountancy practice with full back office support, training and clients; join the 21st Century Concept ""TAX ACCOUNTANT"". We are accountants and we deliver what we promise. Talk to us about the benefits and how to follow your dream.",https://divcommanual.com/acx-fds/exhibitor-listing/tax-accountant-franchise/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/lOGO-3-1.png,0,FALSE
Accountex,Tax Canary,1445,Standard Show Guide Entry,Accountex London,Netherlands,https://www.taxcanary.com,,,,"AI & Automation, Tax, VAT","AI & Automation, Tax & MTD","AI & Automation, Tax & MTD","Accountants in Practice, Accountants in Industry/Business","International contracts carry tax risks most businesses only discover after contracts are signed. Tax Canary is a SaaS tool that puts cross-border tax intelligence - withholding tax, permanent establishment risk and more in the hands of finance, legal and commercial teams, and accountants in practice. Fast, clear answers before contracts are signed. Come and see a demo today.",https://divcommanual.com/acx-fds/exhibitor-listing/tax-canary/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Logo-Transparency-TC-450-450.png,3,FALSE
Accountex,Tax Essentials for Advisors,784,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.indicator.co.uk,https://www.linkedin.com/company/indicator-uk/,,https://www.facebook.com/indicatoruk,"AI & Automation, MTD, Research & Development, Tax, VAT","AI & Automation, Tax & MTD","AI & Automation, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Tax Essentials for Advisors + GenIA L delivers clear, secure, GDPR""'compliant AI support for tax professionals, with no data stored or used for training. Built for advisors who need accuracy and confidentiality, it draws on 200+ years of expertise from Indicator and the Lefebvre Group. Visit us at stand C42.",https://divcommanual.com/acx-fds/exhibitor-listing/tax-essentials-for-advisors/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/tax-essentials.jpg,38,FALSE
Accountex,Tax Notes,585,Standard Show Guide Entry,Accountex London,,,,,,,"Tax & MTD, Marketing & Growth","Marketing & Growth, Tax & MTD","Tax & MTD, Marketing & Growth",,https://divcommanual.com/acx-fds/exhibitor-listing/tax-notes/,https://divcommanual.com/wp-content/uploads/sites/4/2024/08/Profile_avatar_placeholder.png,190,FALSE
Accountex,Tax World UK,254,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.taxworld.co.uk/,https://www.linkedin.com/in/alan-moore-029b9921/,,,"Accounting Software, AI & Automation, Capital Allowances, Tax, VAT","Bookkeeping, AI & Automation, Tax & MTD","AI & Automation, Bookkeeping, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Tax questions answered using our AI bot, Ezylia.",https://divcommanual.com/acx-fds/exhibitor-listing/tax-world-uk/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/taxworld_logo_resized.png,0,FALSE
Accountex,TaxAssist Accountants,667,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.taxassistfranchise.co.uk,https://www.linkedin.com/company/taxassist-accountants-franchise-uk/,https://x.com/TaxAssistFranUK,https://www.facebook.com/TaxAssistFranUK,"Consulting & Business Services, Education & Qualifications, Practice & Project Management, Recruitment & Training, Tax","Practice Management, Tax & MTD, HR & People","Practice Management, HR & Leadership, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","With a TaxAssist Accountants franchise you can own a thriving accountancy, tax and advisory practice and enjoy a growing income from your efforts while building a valuable asset. There are three different ways you can join us - build a practice - buy a practice - convert your existing practice.",https://divcommanual.com/acx-fds/exhibitor-listing/taxassist-accountants/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/Untitled-design-41.png,10,FALSE
Accountex,TaxCalc,750,Standard Show Guide Entry,Accountex London,United Kingdom (UK),http://www.taxcalc.com,https://uk.linkedin.com/company/taxcalc,https://x.com/taxcalc,https://www.facebook.com/taxcalc/,"Accounting Software, MTD, Practice & Project Management, Tax, VAT","Bookkeeping, Practice Management, Tax & MTD","Practice Management, Bookkeeping, Tax & MTD",,"TaxCalc & Engager support over 12,000 UK accountancy firms. TaxCalc is award-winning tax return and accounts production software, while Engager provides onboarding, pricing and practice management software. Designed to work seamlessly together, they offer greater visibility, reduced data duplication and a more controlled way to run a modern practice.",https://divcommanual.com/acx-fds/exhibitor-listing/taxcalc/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Accountex-Tile-%E2%80%93-Pink-700-%E2%80%93-TaxCalc-colour-logo.png,93,FALSE
Accountex,TaxDome,1670,Standard Show Guide Entry,Accountex London,United States (US),https://taxdome.com/en-gb/,https://www.linkedin.com/showcase/taxdome-united-kingdom/,,https://www.facebook.com/taxdome,"Accounting Software, AI & Automation, CRM, IT Solutions, Practice & Project Management","Bookkeeping, Practice Management, AI & Automation, CRM & Comms","Practice Management, AI & Automation, Bookkeeping, Marketing & Growth","Accountants in Practice, Accountants in Industry/Business, Bookkeepers, Other","TaxDome is an all-in-one practice management platform for accounting, tax, and bookkeeping firms, built to enhance client experience. It combines communication, document sharing, workflows, billing, and CRM in one secure portal, helping firms work efficiently while delivering a seamless, transparent, and professional client journey.",https://divcommanual.com/acx-fds/exhibitor-listing/taxdome/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/taxdome_logo_resized.png,330,FALSE
Accountex,TaxNav,1314,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.taxnavhq.co.uk,https://www.linkedin.com/company/taxnav/,,https://www.facebook.com/taxnav,"Accounting Software, AI & Automation, IT Solutions, MTD, Tax","Bookkeeping, AI & Automation, Tax & MTD","AI & Automation, Bookkeeping, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers, Other","TaxNav is your go-to software for helping clients complete Making Tax Digital for Income Tax (MTD IT) submissions with ease. It's simple, quick, easy to use, and HMRC-recognised. TaxNavHQ provides a handy dashboard of where your clients are in their MTD IT journey. It also sends automatic reminders ahead of their key deadlines - letting you focus on your work",https://divcommanual.com/acx-fds/exhibitor-listing/taxnav/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Taxnav_Logo_Colour_Light-Background_RGB-png.png,4,FALSE
